log2(PTR):genome_id/sample_id,30016-MG-S1_1,30028-MG-S2_1,30092-MG-S3_1,30094-MG-S4_1,30098-MG-S5_1,30103-MG-S6_1,30108-MG-S7_1,30109-MG-S8_1,30139-MG-S9_1,30145-MG-S10_1,30147-MG-S11_1,30160-MG-S12_1,30161-MG-S13_1,30165-MG-S14_1,30177-MG-S15_1,30186-MG-S16_1,30201-MG-S17_1,30202-MG-S18_1,30207_S5_merged_unique,30208_S6_merged_unique,30212-MG-S19_1,30222-MG-S20_1,30233-MG-S21_1,30245-MG-S22_1,30279-MG-S23_1,30292-MG-S24_1,30294-MG-S25_1,30371-MG-S26_1,30378-MG-S27_1,30413-MG-S28_1,30438-MG-S29_1,30444-MG-S30_1,30468-MG-S31_1,30483-MG-S32_1,30522-MG-S33_1,30526-MG-S34_1,30534-MG-S35_1,30535-MG-S36_1,30537-MG-S37_1,30543-MG-S38_1,30554-MG-S39_1,30557-MG-S40_1,30562-MG-S41_1,30566-MG-S42_1,30577-MG-S43_1,30581-MG-S44_1,30582-MG-S45_1,30592-MG-S46_1,30593-MG-S47_1,30623_S8_merged_unique,30627-MG-S48_1,30628-MG-S49_1,30629-MG-S50_1,30641-MG-S51_1,30652-MG-S52_1,30714-MG-S53_1,30754-MG-S54_1,30809-MG-S58_1,30821-MG-S59_1,30837-MG-S60_1,30863-MG-S61_1,30935-MG-S63_1,30966-MG-S65_1,30974-MG-S66_1,31005-MG-S67_1,31013-MG-S68_1,31015-MG-S69_1,31016-MG-S70_1,31022-MG-S71_1,31033-MG-S73_1,31042-MG-S74_1,31048_S11_merged_unique,31051-MG-S75_1,31056-MG-S76_1,31063-MG-S77_1,31078-MG-S78_1,31080-MG-S79_1,31101-MG-S80_1,31109-MG-S81_1,31134_S16_merged_unique,31155-MG-S82_1,31156-MG-S83_1,31171_S18_merged_unique,31185-MG-S84_1,31238-MG-S85_1,31246_S19_merged_unique,31247-MG-S86_1,31258-MG-S87_1,31359_S13_L001_R1_filtered_unique,31368_S25_L001_R1_filtered_unique,31400-MG-S89_1,31426_S49_L001_R1_filtered_unique,31427_S25_merged_unique,31435-MG-S90_1,31482_S26_L001_R1_filtered_unique,31489_S38_L001_R1_filtered_unique,31492_S62_L001_R1_filtered_unique,31499_S86_L001_R1_filtered_unique,31511_S27_L001_R1_filtered_unique,31521_S51_L001_R1_filtered_unique,31524_S63_L001_R1_filtered_unique,31531_S75_L001_R1_filtered_unique,31534_S87_L001_R1_filtered_unique,31537_S16_L001_R1_filtered_unique,31541_S40_L001_R1_filtered_unique,31545_S76_L001_R1_filtered_unique,31550_S88_L001_R1_filtered_unique,31556_S17_L001_R1_filtered_unique,31564_S41_L001_R1_filtered_unique,31566_S53_L001_R1_filtered_unique,31572_S77_L001_R1_filtered_unique,31573_S89_L001_R1_filtered_unique,31574_S6_L001_R1_filtered_unique,31582_S30_L001_R1_filtered_unique,31597_S66_L001_R1_filtered_unique,31598_S78_L001_R1_filtered_unique,31605_S7_L001_R1_filtered_unique,31607_S19_L001_R1_filtered_unique,31619_S43_L001_R1_filtered_unique,31620_S55_L001_R1_filtered_unique,31631_S79_L001_R1_filtered_unique,31634_S91_L001_R1_filtered_unique,31643_S32_L001_R1_filtered_unique,31679_S29_merged_unique,31705_S31_merged_unique,31725_S31_L001_R1_filtered_unique,31760_S34_merged_unique,31764_S35_merged_unique,31768_S37_merged_unique,31791_S38_merged_unique,31817_S41_merged_unique,31849_S80_L001_R1_filtered_unique,31876_S43_merged_unique,31922_S44_merged_unique,31951_S45_merged_unique
73098.4.patric,,,,,,,,,,,,,,,,,,,,,,,0.6835762413210857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3716057931179391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824.5.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6757586430372975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4944663938688668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83684.5.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4735447682067636,,,,,,,,,,,,,,,,0.4721466745176172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5583184560684686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890402.3.patric,,,,,0.44108028211273276,,,0.5042596387040197,0.3075685999746729,,,0.2491987987893608,,,0.6295541250806426,,0.670969632210934,,,,0.6402632031009847,,,,,,0.8103175923609347,,,,0.7505765767466944,0.6452196319703019,,,,0.5645246085951604,,,,,0.5003201354701249,0.7785333675374497,,0.4965659517748123,,,,,0.6978941054268777,,,0.6423318509740674,0.5061852702771455,,,0.6732156572210658,0.5506862393708533,0.47200282671289445,0.653410046686595,,,,,0.4771400147368807,,0.744765180063339,,,,,,0.4901950505651453,0.3294842134705396,,,,,0.5871376485421581,0.5057648690123079,,0.6221494173027777,,,,0.526749525665406,0.38686520716418155,0.6203051460471821,0.19201029043524856,,0.9494779754792074,,,,0.8591308556910957,,,,,,,,,,,,,,,,0.6299099750486573,,,,,,,,,,,,,,,,,,,0.7870604331264027,,,,,,
981540.3.patric,,,,,0.4264449882553989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5695774394235229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035185.3.patric,,,,,0.6326574180448754,,1.7561137275629752,,,,1.1962108477982778,,,,,,,,,,1.5035689371612904,,,,,1.2165817262762664,,,0.7542947077675917,,,1.0027441635410546,,,,,,,,,,,1.026213961480774,,,1.2868618182357463,,,1.6005038626582322,,,,,,,,0.9835740873178503,,1.0111757320411643,,,,,1.152635546657097,1.210212014614896,,,,,1.00464880472363,,,,,,,0.9090048564682351,,,,,,,,,,,,,,0.6958360156362784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073375.3.patric,,0.9023264174202528,,0.7646695791235588,0.4163337659954236,,0.9946768651466354,,,,0.9930644749266818,,,,,,0.2776688592295935,1.0404987493418527,,,1.0016859567433367,,,0.46484169802963254,,,0.26412090485608275,,0.9366728930963318,,1.0483638778735136,0.9042416388255496,1.0406143405896917,1.0546370550915427,,,,,0.3861388844222203,1.1484700683096731,0.9947781743470635,,1.039154706634265,,0.38787176657182093,,,0.28827911712140186,0.8695368498711685,,0.9013375839380715,0.6716410673757489,,0.30441304303380345,1.056852904270389,,0.8372102063558262,0.16584694189691712,0.9241064682778051,0.4544103713464388,1.0436414773518141,0.4684468857849321,,,0.9015018535381206,0.8268813208528115,0.4927105062889707,0.8818242505636589,,0.8749325294934297,0.8335061421317621,,0.301139513366031,0.7217867447226852,0.8320903520189197,0.4825777370180165,,0.40995610600725196,0.8730435676925266,0.8707318599683356,,,,,1.0162636739092439,0.550475429427701,0.2259408681070824,0.9302965941509213,,,0.8022615992365405,,0.1414821980203246,0.7084557701236521,0.8932814018183289,,,,0.9074943638925783,,,,,,,0.4686675771274815,,,,,,,,,,,,,,,,,,,,,,,,0.6602683978634664,,,,,
1121101.3.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38733331729936504,,0.3027513547666638,,0.45492609530541284,,,0.419175763777501,0.39576545302060334,,,,,,,,0.30559132257748084,0.46401857909564187,,,,,,,0.3871509464606484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128111.23.patric,,,,,,,0.9663345677037245,,,,,,,,,,,,,,,,,,,,,,0.7324132885644091,,,,,,,,,,,,0.8750909744105019,,,,,,,,0.7113357197336718,,,,0.7689224260261215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7293169218822665,,,,,,,,,0.6880688019981321,0.5864118013994944,,0.7350981300787556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.566693219381052,,,,,,,,,
1169349.3.patric,,2.562950469933886,,,,3.7838364582735866,,,,2.691799563480244,,,2.7927876918734253,,,,,,,,,,,,2.7808862795004377,,,,,,2.625693885916177,,2.3166170660311645,3.295206142559454,,,,,,2.684442261178119,,,3.2346708617778286,,,,,,,,2.468881959578188,,,,,,,,,,,,,,,,,2.4251846810797297,,,,,,,,,2.569492731758801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0794360706376325,
1203465.3.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4235398119970368,,,,,,1.2237801297342812,,1.4301994424321844,,,,,,,,,,,,1.2673276222793486,,,,,,,1.9425466514357421,,,,,,,,,,,,,,,,,,1.4932917383294813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203556.3.patric,,,,,0.6655733704478711,,0.9119534524348506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0511960765925457,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6196639242900613,,0.883073163246127,,,,,,,,,0.8301256989453146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211819.3.patric,,,,,,,,0.8174741761102589,,,,,,0.7676645163359271,,,,,,,,,,0.5135839490021372,,,,,,,,,,,,,,,,,,,,,0.6698395319178545,,,0.6036724757812602,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5696531046198562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262879.3.patric,,,,,,,,,0.0931056001586403,,,0.49621320418323683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9161729696183365,,,0.9147670420582654,,,,0.6051366752679581,,0.8958814271596438,,0.5259780785769729,,,,,,0.9097198369288041,,,,,0.8874521037834135,,,,,,,,,0.9234738570086126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262889.3.patric,,,,,,,,,,,,,,,,,,0.7955551749574747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8914432420219148,0.7654808323703006,,,,,0.7227674381308116,,,,,,,,,0.7270821438589374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262992.3.patric,,,,,,,,,,,,,,,,,,,,,,,,0.45254372969802975,,,,,,,,,,,,0.3239027473885728,,,,,,,,,0.5692849946182663,,,0.605562521618777,,,,0.4766748530413351,,,,,,,,,,,,,,,0.5533345539971557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263010.3.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6881794884125361,,,,,,,,0.6034961690380818,,,,,,,,,0.6646735473022554,,,,,,,,,,,,,,,,,,,,,0.736278447295339,,,,,,,0.6741450029958319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263069.3.patric,,0.4826489020312229,,,,,,,,,,,,,,,,,,,1.189619766289021,,,,,,,,1.0274461219747986,,0.947572133094971,,1.0573758673060798,1.164547625145352,,,,,,1.2544021110115304,,,0.8875530994834433,,,1.0256266676811823,,,,,0.8303802617927274,0.7843814727311906,,,,,0.959650481433219,,,,1.0176969935304714,0.82671507002799,,,,0.84616439537398,1.2382812508924754,,,,,,,,,1.1475513905457648,,,0.21249157883188158,,,,,,1.0722162636821184,,,,,,1.0911221684212877,,0.7360860344769365,0.6977129477620632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263072.3.patric,,0.4610779823214655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5067000225960205,,,,,,,,,,,,,,,0.36504341347250024,,,,,0.49626011109210766,,,,,,,,,0.4085394170705599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4057130836109637,,,,,
1263073.3.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22716080867791158,,,,,,,,0.28118640735342626,,,,,,,,,0.3551148791827781,,,,,,,,,0.751667644947943,,,,,0.7940580315449548,,,,,,,0.4107279253916779,,0.7452321867691141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263074.4.patric,,,,,,,,,0.6865507289105829,,,0.9115475492763415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7025940959644505,,,0.7223248040375125,,,,,,,0.766415666999509,,0.6943940785534677,,0.7993436054262233,,,,,0.7895842490326824,,,,0.7902740148732408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263105.3.patric,,0.9423323684898806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5788055014855373,,,,,,,,,,,,,0.6808723405405599,,,0.6375575418198451,,,,,,,,,,,,,,,,,,,,,,0.9318831975479791,,0.7161457012144885,,,,,0.6105176827566283,,,,,,,,,,,,,0.7480936462953724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263107.3.patric,,,,,,,,,0.44497647964503184,,,0.6183001730354014,,,,,,,,,,,,,,,,,,,,,,,,0.6404543888759241,,,,,,,,,0.665122261931569,,,0.7113577696450519,,,,,0.4884070311373108,,,,,,,,,0.618793302532773,,,,,0.6732544978279222,,,,,,,,,0.6398736658826394,,,,,0.6297695896961397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297794.4.patric,,,,,,,,0.682832430122187,,,0.5881780444668562,,,0.35858776870665765,,,,,,,,,,,,,,,0.9856432343823753,,0.6019027899477937,0.8470978557727502,0.4770025399566222,0.3316808953403008,,,,,,,,,0.6511335585268151,0.5412817616670494,,,,,,,,,,,,,,,,,,,,,,,0.7747167068850837,,,,0.5768500640421649,,,,,0.7123886253377455,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2860081897800918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305849.3.patric,0.5938676272821859,,0.5091405647546277,0.3656516540775886,0.43274168496796267,0.40109140955741945,,0.411756309269743,,0.5182443058504634,0.472959719051587,,0.5626805782612586,,,,0.7067033838577934,,,,,,,,0.46945870474445095,0.5110950670877582,,,,,0.568336076312099,,,0.5036203754804078,,,0.47214146029339327,,0.4798246275785818,,0.5028859498300464,,0.4243792552949893,,,0.7255069868969247,,,,,,,,,,,0.37901338030799464,,,,,,0.4881712765842441,0.39967711781627585,0.520279597660349,,,0.5985079163180966,0.3817955892453445,,,,,,,,0.517780454386413,0.570993586700245,,,,0.3971537888343183,0.6513163455388472,0.5072541454417789,,,,0.700622147486784,,,,,,,,,,0.43947532092728736,,,,,,,,,,0.3621184428933951,,,,,,0.31255951686022265,,,,,,,0.3500292167230034,,,,,0.40150595693419555,,,,,,0.09000943845667748,,,0.5585494805199787
1328429.3.patric,,0.47314928123179484,,,,,,,,,,,,0.43682077946219644,,,,,,,,,0.607068689452366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2955268872955665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757307558959547,,,,,,,,,,,,,,,,,,0.4756696678473698,,,,
1346615.3.patric,,,,,,,0.7688862480025866,,0.3752085246956641,,,0.3862113379370459,,,,,0.23978844019964798,,,,,,,,,,,,,0.3275583640324828,0.3443017749173719,,0.7876710979034681,0.5216283759167836,,,,,,,,,,,,,,,,,,,0.4658736342650717,,,,,0.564271385149201,,0.2766518316600102,,,,,,,,,,,,,0.706877494711466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423779.3.patric,,,,,,,0.40294124750180405,,,,,,,,,,,,,,0.4157856193360354,,,,,,,,,,,,0.5589190249022633,,,,,,,,,,,,,,,,0.5318199838157082,,,,,,,,,0.4782304703019425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439319.3.patric,,,,,,,,,,,,,,0.7869992144847837,,,,,,,,,0.7111239398670499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5549018206424406,,,,,,,,,,0.6334473771742607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32519008157742585,,,,
1496.1081.patric,,,,,,,,,,,,,,,,,0.439564641037623,,,,,,,,,,0.2715629288994481,,,,,,,,,,,,,,,,,,,0.3719405248907412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9513931141982418,,0.10860066472562054,,,,,,,,,,,,0.287772287253008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522.9.patric,0.8681555764077061,0.30001270852209283,,0.4522758019218921,0.6555206981857294,,0.7927347547974316,0.5286489861467563,,,,,,0.3337515221890311,,,,0.675461071349218,,,0.6398994416468777,,0.24716331909570136,,0.2618453375487297,,0.45072138540843154,,0.5929810246267986,0.43730444172838134,0.7738608468336462,,0.732481164522019,0.6335230555371368,,,,0.4953849535494998,0.5776920995008064,0.7445169022231204,,,0.786540438715519,0.534322297045204,0.6814744791838663,0.5947603767322306,,0.5687585732284617,0.6972028344721627,,0.6987629785835469,0.41024172361238315,,,,0.6162471740450465,,0.4289702622793075,0.5829392296394663,,0.7128044722132209,,0.6242069396040714,,,0.6084601664819184,0.6397000345668894,0.43761688178905955,,0.5534728349339569,0.6153505341530416,,0.4552893443527741,,0.6127287330049298,0.5312215777649418,,0.40904414676405637,0.5440334416474782,0.721895880488981,,,,,0.7422599522084746,0.5508671920733376,0.6299009472468816,0.665747737941039,,,0.5331044247864506,,,0.7347425171739514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583.20.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41041421681231355,,0.4430233433586985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44313425837690856,0.5757509277779936,,,,,,,,,,,,0.5072269114987386,,,,,,,,,,,,,,,,,,,,,,,0.5114200097887774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596.51.patric,,0.5963114160978682,,,,,0.6671769133783696,0.4311189194536762,,,,,,,,,,,,,0.5844615791445517,0.4489696967770479,,,0.5769896309076566,,,,,0.5723858850248374,,0.40154743399179244,,,,,,,,,,,,,,,,,0.6575263127248743,,,0.5078783150011407,0.8116202201650672,,,,,0.603481045696249,,,,,,,,,,,,0.511280887275091,0.41084922894969456,,,,0.18474899184930807,,0.6887820495631486,,0.10457168409356657,,,,,,,,,0.6116102781601919,,,,,,,,,,,,,,,,,,,,,,,0.7478241059802571,,,,,,,,,,,,,,,,,,,,,,,,
1624.73.patric,,,,,,,0.7955230139637115,0.6926848121095741,,,,0.5348160934838168,,,,,,0.9243054404917783,,,,,0.6582665782943192,,,,,,,,,0.5293746627607047,,,,,,,,,,,,,,,,,0.5684718250395165,,,,,,,,,,0.5284983656248086,,,,,,0.4688084153035007,,,,,0.6694613093108269,0.761153660156208,,,,0.671752773606536,,0.40941352003362197,,0.7263772613355507,,,,,,,0.4920095405035026,,0.6983863491486312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650661.3.patric,,,,,,,,,,,,,,,,,,0.6096760836807776,,,,,,,,,,,,0.42009834075119684,,,,,,,,,,,,,,0.3175859429004822,,,,,,,,0.46514036468114356,,,,,,,,,,,,,,,0.42424347514325267,,,,,,,0.5409149551356167,,0.3747412153668802,,,,,0.36513418240649786,,,,,,,,,,0.5247469989353238,,,0.5335625003131325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673721.3.patric,,0.3301420537617092,,,,,,,,,,,,,,,,,,,,0.5866775464133502,,,,,,,,,,0.3941852284703096,,,,,,,,,,,,,,,,0.42113231697426057,,,,,,,,0.44384050313382234,,,0.3201165012117609,,0.5803592925610873,,,,,,0.3334379435095136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686379.3.patric,,,,,,,1.6453460947087937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6615428079085528,,0.5689382808090415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3758128189991336,,,,,,,,,,,0.5584477930273588,,,,,,,,,,,,0.44160501083772297,,,,,0.4831305445791151,0.646120123717839,,,
1697787.3.patric,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6007086282960845,,,,,,,,,,,,,,,0.5476497627344402,,,,,,,,,,,,,,0.5179547305056614,,,,,,0.4004842165375538,,,,,,0.2825122593101639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09327153750250136,,
1739422.3.patric,1.3889638339184711,,,,1.4551766904645442,,1.4887683878790186,0.7873236548637617,,,1.2204670471233734,,1.3213681851907773,,,,,1.2257300218559553,,,1.3879253002614267,,,,,1.221074926270888,,,0.512847493174982,,0.9130772854798933,1.1462457435751634,,,,,,,,,,,1.054293053496794,,1.123711431222723,1.2774224556197855,,,1.394605656483299,,,,1.073188398891631,,,,1.1991952686483633,,0.8844724213073696,,,,,1.2972059591664762,1.301092391044775,,,,,0.8545894377161962,,,,1.0595042149223586,,,1.0864371945665727,,0.7036328521582559,,,,,,,,,0.9685212849812733,,,0.9940470050744603,,,,,,,0.9437734246787838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952006.3.patric,,,,,,,,,,,,,,,,,,,,,2.0679449472231606,,,,,,,,,,,1.6371151988744257,,,,1.824004653958933,,,,,,,,,,,,,2.1017169076071798,,,,1.7350600196351338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025659.3.patric,,,,,1.3373646034741786,,,2.0708277866573943,2.141239808402255,,,2.162008604788794,,2.030455081517646,2.135572829923101,,,,,,1.6487939619544802,,2.0144133533321193,1.9582558663368064,,,,,,,,,,,,1.2526499268952616,,,2.16819251271661,,,2.1207427455626178,,,2.1511913545566865,,1.6322357600222088,2.1184851206099857,,,,1.632155195054825,1.2337964567181698,2.1328372085773193,1.286258621364606,2.141338485715875,,,2.0551841086380342,,,1.978694119929179,,,,1.237545290066517,2.0294895149042036,,,,1.7013651664644815,,1.7504055679693242,,,2.0060719162221345,,1.7349123513415412,,,1.2939188743512,1.4246432065314811,,,,,,,,,,,,1.349379039388153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6802765407851732,,,,,
2026240.3.patric,,,,,,,2.6881337685397586,,,,,,,1.8762869694955853,,3.427538949015363,,,,,,3.57216646948127,3.0947090269703215,,3.4663453702333062,,,3.224529645441626,,,,,,3.3263962278839756,3.3202768295797482,,,,,,,,,,,1.2945021689889078,,,,,,,,,,,,,,,,,,,,,,3.2495873131038575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208479.8.patric,,,,,,,,0.26943559801767547,0.894056789445617,,,0.977433738438377,,,0.9300423822986352,,0.9947584182605567,,,0.30504395274721935,0.590022022227134,0.7545658450688504,,0.5683883548069256,0.2914104236423128,,0.8817085277756208,,,0.6310890002999391,,,,,,,,,0.6205006077855613,,,0.8157071518811395,,,0.6558970784670445,0.7024297599720796,0.18401049625542254,0.4589814678611449,,,0.6500298326521742,0.5559216758262305,,0.4733938425707637,,0.7731149403173536,0.7222258557691907,,0.6151952642205385,,0.742214573182084,0.7955007411038231,,,,0.4379121516659024,0.7472108044350935,0.6999378383593247,,0.8684161179597641,0.6675484849676613,,,,0.7123148874188914,0.7323461254204855,,,0.6394910925099381,0.9155395741109928,,,,,0.5355356271967604,,0.4233761243321255,0.8384441547128685,,,,,0.4720291807214552,0.5791057492191032,,,,,,,,,,,,,,0.6121149469749838,0.6050344913176131,,,,,,,,,,,,,,,,,,,,,,,,0.6260496433255417,,
246787.5.patric,,,,,,,,,0.9822052767021937,,,0.9574002506472552,,,,,,,,,,,,,,,1.0061788452841485,,,,,,,,,0.4707443116680887,,,,,,0.8855364043042605,,0.48617563199756186,,,,,,,,,,,,0.8740679320254708,,,,0.7851705513516216,,,0.890388694220134,,,,,,,,,,,0.7867605637520029,,,,,,,0.4503384714345725,,0.6247762931571526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7387576027366631
2515154176.img,,,,,,,,,,,,,,0.4683275396265509,,,,,,,,,0.5175127616547133,,,,,,,0.47667096595835545,,0.5312617216862702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6403903766904111,0.7191851662982647,,,,,,,,0.5812108102958812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562617057.img,,0.5934960765073374,,0.6417047300418262,,0.8615710840589167,0.995753228870977,0.627053875690521,,0.517487354122432,0.8807289049474339,,0.41232511564681346,0.6481996830598209,,0.40333833745198794,,,,,0.9346176578630397,,0.5616283170076808,,0.44719734820831547,,,,0.8874688952069175,0.7402108208477267,0.8099940398379447,,0.9696229622499027,0.8692859817023127,0.8562479498712734,,,,,1.0454515215047413,,0.7531925096852433,0.7369792889272729,0.669270553246739,,,,,0.8181984558469972,0.6732674487510931,0.7005761185737372,,,,,0.7479471425041581,0.9794566566628916,0.5481893896617168,0.7131747572732916,,,,,0.7105092978669898,0.7043523948724715,,0.8341254264090721,0.5887524066812854,,0.836633380620724,0.9557553185156221,,,,0.9334194221501448,0.842297519518853,0.7043313561103588,0.7843246438845978,0.7519705149848632,0.8346746594874175,0.757518263863087,0.7140899112007488,,,0.8130270193467797,,,0.8244850553876286,0.6426521495274882,,,,0.9699317765917638,0.8345851565591743,,0.5188697991935803,,,,,0.7972124421190434,,0.7488315906472217,,0.7392111206388434,,,,,0.7985874830505735,,,0.6120216396013392,,,,0.4669183411402739,,,,0.8538965370660849,0.48365866418529174,,,0.5024271801005077,,0.6461660553211109,,0.8805986386509869,0.7905555817767176,0.3985556279362419,,0.8854091719677225,0.8296148356854959,0.48918491827409977
2562617183.img,,,,,,,,,,,,,,,,,,,,,,,,0.5706976852894309,,,,,,,,,,,,,,0.6233957101728062,,,,,,0.5355669548138225,0.6375255291697508,,,0.6183057898670307,,,,,,0.6807683171359796,,,,,,,,,,,,,0.5050650593391627,,,,,,,,,0.6415730803893945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
